filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
9340139.png,4619733,"{}",16,5,"{""name"":""point"",""cx"":1140,""cy"":1776}","{""Bone"":""T"",""Side"":""R""}"
9340139.png,4619733,"{}",16,6,"{""name"":""point"",""cx"":1217,""cy"":1879}","{""Bone"":""T"",""Side"":""R""}"
9340139.png,4619733,"{}",16,7,"{""name"":""point"",""cx"":1346,""cy"":1904}","{""Bone"":""T"",""Side"":""R""}"
9340139.png,4619733,"{}",16,8,"{""name"":""point"",""cx"":1477,""cy"":1924}","{""Bone"":""T"",""Side"":""R""}"
9340139.png,4619733,"{}",16,9,"{""name"":""point"",""cx"":770,""cy"":1839}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,10,"{""name"":""point"",""cx"":866,""cy"":1861}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,11,"{""name"":""point"",""cx"":998,""cy"":1823}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,12,"{""name"":""point"",""cx"":1148,""cy"":1752}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,13,"{""name"":""point"",""cx"":1266,""cy"":1840}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,14,"{""name"":""point"",""cx"":1393,""cy"":1911}","{""Bone"":""F"",""Side"":""R""}"
9340139.png,4619733,"{}",16,15,"{""name"":""point"",""cx"":1548,""cy"":1915}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,0,"{""name"":""point"",""cx"":794,""cy"":1976}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,1,"{""name"":""point"",""cx"":914,""cy"":1978}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,2,"{""name"":""point"",""cx"":1036,""cy"":1956}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,3,"{""name"":""point"",""cx"":1126,""cy"":1895}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,4,"{""name"":""point"",""cx"":1173,""cy"":1925}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,5,"{""name"":""point"",""cx"":1211,""cy"":1914}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,6,"{""name"":""point"",""cx"":1269,""cy"":1998}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,7,"{""name"":""point"",""cx"":1372,""cy"":2014}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,8,"{""name"":""point"",""cx"":1475,""cy"":2008}","{""Bone"":""T"",""Side"":""R""}"
9457359.png,4898649,"{}",16,9,"{""name"":""point"",""cx"":852,""cy"":1954}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,10,"{""name"":""point"",""cx"":953,""cy"":1961}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,11,"{""name"":""point"",""cx"":1056,""cy"":1922}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,12,"{""name"":""point"",""cx"":1143,""cy"":1843}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,13,"{""name"":""point"",""cx"":1254,""cy"":1908}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,14,"{""name"":""point"",""cx"":1374,""cy"":1952}","{""Bone"":""F"",""Side"":""R""}"
9457359.png,4898649,"{}",16,15,"{""name"":""point"",""cx"":1494,""cy"":1930}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,0,"{""name"":""point"",""cx"":759,""cy"":1153}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,1,"{""name"":""point"",""cx"":848,""cy"":1173}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,2,"{""name"":""point"",""cx"":928,""cy"":1153}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,3,"{""name"":""point"",""cx"":1001,""cy"":1109}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,4,"{""name"":""point"",""cx"":1020,""cy"":1133}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,5,"{""name"":""point"",""cx"":1046,""cy"":1103}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,6,"{""name"":""point"",""cx"":1087,""cy"":1180}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,7,"{""name"":""point"",""cx"":1160,""cy"":1195}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,8,"{""name"":""point"",""cx"":1240,""cy"":1192}","{""Bone"":""T"",""Side"":""R""}"
9448098.png,3063231,"{}",16,9,"{""name"":""point"",""cx"":789,""cy"":1151}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,10,"{""name"":""point"",""cx"":869,""cy"":1166}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,11,"{""name"":""point"",""cx"":948,""cy"":1124}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,12,"{""name"":""point"",""cx"":1017,""cy"":1067}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,13,"{""name"":""point"",""cx"":1086,""cy"":1135}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,14,"{""name"":""point"",""cx"":1163,""cy"":1167}","{""Bone"":""F"",""Side"":""R""}"
9448098.png,3063231,"{}",16,15,"{""name"":""point"",""cx"":1240,""cy"":1139}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,0,"{""name"":""point"",""cx"":476,""cy"":1100}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,1,"{""name"":""point"",""cx"":526,""cy"":1093}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,2,"{""name"":""point"",""cx"":584,""cy"":1072}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,3,"{""name"":""point"",""cx"":632,""cy"":1035}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,4,"{""name"":""point"",""cx"":664,""cy"":1033}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,5,"{""name"":""point"",""cx"":697,""cy"":1017}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,6,"{""name"":""point"",""cx"":737,""cy"":1061}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,7,"{""name"":""point"",""cx"":798,""cy"":1073}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,8,"{""name"":""point"",""cx"":863,""cy"":1071}","{""Bone"":""T"",""Side"":""R""}"
9055836.png,2116500,"{}",16,9,"{""name"":""point"",""cx"":495,""cy"":1054}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,10,"{""name"":""point"",""cx"":553,""cy"":1059}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,11,"{""name"":""point"",""cx"":615,""cy"":1033}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,12,"{""name"":""point"",""cx"":683,""cy"":995}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,13,"{""name"":""point"",""cx"":751,""cy"":1034}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,14,"{""name"":""point"",""cx"":815,""cy"":1066}","{""Bone"":""F"",""Side"":""R""}"
9055836.png,2116500,"{}",16,15,"{""name"":""point"",""cx"":871,""cy"":1059}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,0,"{""name"":""point"",""cx"":167,""cy"":1164}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,1,"{""name"":""point"",""cx"":266,""cy"":1166}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,2,"{""name"":""point"",""cx"":359,""cy"":1144}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,3,"{""name"":""point"",""cx"":428,""cy"":1074}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,4,"{""name"":""point"",""cx"":472,""cy"":1085}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,5,"{""name"":""point"",""cx"":514,""cy"":1050}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,6,"{""name"":""point"",""cx"":581,""cy"":1124}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,7,"{""name"":""point"",""cx"":683,""cy"":1133}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,8,"{""name"":""point"",""cx"":792,""cy"":1129}","{""Bone"":""T"",""Side"":""R""}"
9585931.png,4026834,"{}",16,9,"{""name"":""point"",""cx"":217,""cy"":1095}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,10,"{""name"":""point"",""cx"":306,""cy"":1112}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,11,"{""name"":""point"",""cx"":398,""cy"":1081}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,12,"{""name"":""point"",""cx"":472,""cy"":1017}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,13,"{""name"":""point"",""cx"":587,""cy"":1078}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,14,"{""name"":""point"",""cx"":699,""cy"":1125}","{""Bone"":""F"",""Side"":""R""}"
9585931.png,4026834,"{}",16,15,"{""name"":""point"",""cx"":803,""cy"":1108}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,0,"{""name"":""point"",""cx"":640,""cy"":1259}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,1,"{""name"":""point"",""cx"":749,""cy"":1274}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,2,"{""name"":""point"",""cx"":850,""cy"":1271}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,3,"{""name"":""point"",""cx"":935,""cy"":1196}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,4,"{""name"":""point"",""cx"":964,""cy"":1203}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,5,"{""name"":""point"",""cx"":992,""cy"":1189}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,6,"{""name"":""point"",""cx"":1051,""cy"":1269}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,7,"{""name"":""point"",""cx"":1149,""cy"":1282}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,8,"{""name"":""point"",""cx"":1246,""cy"":1271}","{""Bone"":""T"",""Side"":""R""}"
9494867.png,3498931,"{}",16,9,"{""name"":""point"",""cx"":646,""cy"":1249}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,10,"{""name"":""point"",""cx"":759,""cy"":1262}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,11,"{""name"":""point"",""cx"":859,""cy"":1228}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,12,"{""name"":""point"",""cx"":957,""cy"":1190}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,13,"{""name"":""point"",""cx"":1051,""cy"":1212}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,14,"{""name"":""point"",""cx"":1155,""cy"":1245}","{""Bone"":""F"",""Side"":""R""}"
9494867.png,3498931,"{}",16,15,"{""name"":""point"",""cx"":1254,""cy"":1233}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,0,"{""name"":""point"",""cx"":271,""cy"":1740}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,1,"{""name"":""point"",""cx"":390,""cy"":1746}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,2,"{""name"":""point"",""cx"":507,""cy"":1722}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,3,"{""name"":""point"",""cx"":606,""cy"":1673}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,4,"{""name"":""point"",""cx"":695,""cy"":1673}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,5,"{""name"":""point"",""cx"":784,""cy"":1628}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,6,"{""name"":""point"",""cx"":862,""cy"":1740}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,7,"{""name"":""point"",""cx"":996,""cy"":1766}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,8,"{""name"":""point"",""cx"":1164,""cy"":1777}","{""Bone"":""T"",""Side"":""R""}"
9499341.png,7059369,"{}",16,9,"{""name"":""point"",""cx"":327,""cy"":1647}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,10,"{""name"":""point"",""cx"":452,""cy"":1662}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,11,"{""name"":""point"",""cx"":587,""cy"":1630}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,12,"{""name"":""point"",""cx"":745,""cy"":1597}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,13,"{""name"":""point"",""cx"":886,""cy"":1665}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,14,"{""name"":""point"",""cx"":1014,""cy"":1754}","{""Bone"":""F"",""Side"":""R""}"
9499341.png,7059369,"{}",16,15,"{""name"":""point"",""cx"":1185,""cy"":1742}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,0,"{""name"":""point"",""cx"":155,""cy"":844}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,1,"{""name"":""point"",""cx"":232,""cy"":822}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,2,"{""name"":""point"",""cx"":312,""cy"":792}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,3,"{""name"":""point"",""cx"":384,""cy"":744}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,4,"{""name"":""point"",""cx"":423,""cy"":758}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,5,"{""name"":""point"",""cx"":462,""cy"":729}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,6,"{""name"":""point"",""cx"":522,""cy"":794}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,7,"{""name"":""point"",""cx"":609,""cy"":801}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,8,"{""name"":""point"",""cx"":689,""cy"":797}","{""Bone"":""T"",""Side"":""R""}"
9036287.png,1599362,"{}",16,9,"{""name"":""point"",""cx"":154,""cy"":776}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,10,"{""name"":""point"",""cx"":243,""cy"":785}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,11,"{""name"":""point"",""cx"":331,""cy"":754}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,12,"{""name"":""point"",""cx"":422,""cy"":715}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,13,"{""name"":""point"",""cx"":514,""cy"":755}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,14,"{""name"":""point"",""cx"":601,""cy"":794}","{""Bone"":""F"",""Side"":""R""}"
9036287.png,1599362,"{}",16,15,"{""name"":""point"",""cx"":695,""cy"":779}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,0,"{""name"":""point"",""cx"":755,""cy"":1164}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,1,"{""name"":""point"",""cx"":838,""cy"":1163}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,2,"{""name"":""point"",""cx"":925,""cy"":1150}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,3,"{""name"":""point"",""cx"":999,""cy"":1098}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,4,"{""name"":""point"",""cx"":1019,""cy"":1122}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,5,"{""name"":""point"",""cx"":1051,""cy"":1108}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,6,"{""name"":""point"",""cx"":1087,""cy"":1173}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,7,"{""name"":""point"",""cx"":1163,""cy"":1192}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,8,"{""name"":""point"",""cx"":1235,""cy"":1198}","{""Bone"":""T"",""Side"":""R""}"
9900761.png,3070369,"{}",16,9,"{""name"":""point"",""cx"":773,""cy"":1147}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,10,"{""name"":""point"",""cx"":856,""cy"":1149}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,11,"{""name"":""point"",""cx"":922,""cy"":1117}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,12,"{""name"":""point"",""cx"":994,""cy"":1069}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,13,"{""name"":""point"",""cx"":1090,""cy"":1127}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,14,"{""name"":""point"",""cx"":1170,""cy"":1157}","{""Bone"":""F"",""Side"":""R""}"
9900761.png,3070369,"{}",16,15,"{""name"":""point"",""cx"":1239,""cy"":1145}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,0,"{""name"":""point"",""cx"":373,""cy"":1306}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,1,"{""name"":""point"",""cx"":474,""cy"":1325}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,2,"{""name"":""point"",""cx"":553,""cy"":1301}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,3,"{""name"":""point"",""cx"":617,""cy"":1243}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,4,"{""name"":""point"",""cx"":655,""cy"":1252}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,5,"{""name"":""point"",""cx"":696,""cy"":1224}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,6,"{""name"":""point"",""cx"":757,""cy"":1290}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,7,"{""name"":""point"",""cx"":852,""cy"":1297}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,8,"{""name"":""point"",""cx"":941,""cy"":1301}","{""Bone"":""T"",""Side"":""R""}"
9495873.png,3695180,"{}",16,9,"{""name"":""point"",""cx"":401,""cy"":1244}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,10,"{""name"":""point"",""cx"":497,""cy"":1273}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,11,"{""name"":""point"",""cx"":586,""cy"":1245}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,12,"{""name"":""point"",""cx"":677,""cy"":1196}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,13,"{""name"":""point"",""cx"":760,""cy"":1245}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,14,"{""name"":""point"",""cx"":851,""cy"":1295}","{""Bone"":""F"",""Side"":""R""}"
9495873.png,3695180,"{}",16,15,"{""name"":""point"",""cx"":943,""cy"":1299}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,0,"{""name"":""point"",""cx"":350,""cy"":1236}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,1,"{""name"":""point"",""cx"":441,""cy"":1245}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,2,"{""name"":""point"",""cx"":532,""cy"":1217}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,3,"{""name"":""point"",""cx"":615,""cy"":1168}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,4,"{""name"":""point"",""cx"":651,""cy"":1186}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,5,"{""name"":""point"",""cx"":682,""cy"":1163}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,6,"{""name"":""point"",""cx"":741,""cy"":1223}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,7,"{""name"":""point"",""cx"":841,""cy"":1233}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,8,"{""name"":""point"",""cx"":957,""cy"":1219}","{""Bone"":""T"",""Side"":""R""}"
9572948.png,2569471,"{}",16,9,"{""name"":""point"",""cx"":364,""cy"":1181}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,10,"{""name"":""point"",""cx"":436,""cy"":1200}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,11,"{""name"":""point"",""cx"":535,""cy"":1176}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,12,"{""name"":""point"",""cx"":644,""cy"":1096}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,13,"{""name"":""point"",""cx"":743,""cy"":1178}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,14,"{""name"":""point"",""cx"":830,""cy"":1232}","{""Bone"":""F"",""Side"":""R""}"
9572948.png,2569471,"{}",16,15,"{""name"":""point"",""cx"":935,""cy"":1220}","{""Bone"":""F"",""Side"":""R""}"
9910391.png,4425512,"{}",16,0,"{""name"":""point"",""cx"":709,""cy"":1970}","{""Bone"":""T"",""Side"":""R""}"
9910391.png,4425512,"{}",16,1,"{""name"":""point"",""cx"":859,""cy"":1997}","{""Bone"":""T"",""Side"":""R""}"
